client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,Age,Cluster
C0694,0,Sterling,Co,1989-07-13,1,8,43,1,2,0,2,37,0
C0695,1,Timothy,Rogers,1947-03-24,1,9,53,0,4,0,2,79,1
C0696,1,Carol,Green,1994-03-06,0,9,53,1,5,1,0,32,0
C0697,1,Bryan,Mitchell,1986-11-01,1,9,8,1,4,1,0,40,0
C0698,1,Maria,Scott,1946-07-16,0,9,8,0,2,1,2,80,1
C0699,1,Stephen,Bennett,1986-12-22,1,9,53,0,1,1,0,40,1
C0700,1,Christine,Sanders,1944-04-14,0,9,53,0,5,0,2,82,1
C0701,1,Danielle,Peterson,1962-09-17,0,8,12,1,1,0,2,64,0
C0702,1,Nicholas,Flores,1966-07-24,1,9,1,0,5,0,0,60,1
C0703,0,Elara,Co,1984-05-15,1,9,11,0,3,0,2,42,0
C0704,1,Nicole,Jordan,1942-01-23,0,9,15,0,4,0,0,84,1
C0705,1,Timothy,Murray,1940-12-18,1,9,25,0,3,0,2,86,1
C0706,1,Kyle,Thomas,1984-06-23,1,8,12,1,2,0,1,42,0
C0707,1,Zachary,Richardson,1995-09-23,1,9,50,0,5,1,2,31,1
C0708,1,Brian,Cook,1964-11-28,1,9,8,0,2,0,1,62,1
C0709,1,Samantha,Price,1982-11-06,0,9,15,0,2,1,0,44,1
C0710,1,Kyle,Bryant,1946-08-18,1,9,37,0,2,1,0,80,1
C0711,1,Victoria,Hughes,1995-10-20,0,9,8,1,3,0,0,31,0
C0712,1,Joseph,Scott,1991-01-21,1,9,8,0,1,0,0,35,1
C0713,1,Debra,Thomas,1997-02-14,0,9,8,1,3,0,0,29,0
C0714,1,Kyle,Murray,1977-01-03,1,7,42,0,3,0,2,49,1
C0715,1,Janice,Wilson,1982-08-05,0,9,48,0,3,0,2,44,1
C0716,1,Jordan,Davis,1994-10-24,1,8,31,0,1,0,1,32,1
C0717,1,Virginia,Weaver,1946-06-09,0,9,1,1,3,1,0,80,0
C0718,1,Martha,Scott,1944-10-08,0,4,18,0,2,1,2,82,2
C0719,1,Jason,Jordan,1974-07-02,1,9,8,1,2,1,0,52,0
C0720,1,Shirley,Wilson,1981-05-17,0,9,8,1,1,1,0,45,0
C0721,1,Julia,Jordan,1999-03-07,0,9,14,0,4,0,2,27,1
C0722,1,Carol,Sanders,1943-09-11,0,9,47,0,1,0,2,83,1
C0723,1,Ann,Hansen,1999-04-19,0,5,30,0,3,1,2,27,2
C0724,1,Samuel,Howard,1960-09-27,1,9,1,1,4,1,0,66,0
C0725,1,Katherine,Jones,1983-07-03,0,9,27,0,3,0,2,43,1
C0726,1,Melissa,Harris,1977-01-25,0,9,15,0,4,0,2,49,1
C0727,1,Ronald,Bell,1941-08-24,1,9,8,1,3,1,1,85,0
C0728,1,Jason,Jones,1971-07-23,1,9,8,0,3,1,0,55,1
C0729,1,Raymond,Long,1944-01-04,1,9,53,1,3,1,0,82,0
C0730,1,Gregory,Baker,1988-05-09,1,9,8,1,4,0,2,38,0
C0731,1,Larry,Harris,2000-10-18,1,9,8,0,5,0,0,26,1
C0732,1,Justin,Peterson,1985-03-03,1,9,37,0,5,0,2,41,1
C0733,1,Susan,White,1976-01-03,0,9,25,0,5,0,0,50,1
C0734,1,Danielle,Ward,1981-06-27,0,9,50,1,5,1,1,45,0
C0735,1,Matthew,Long,1994-08-10,1,5,17,1,4,0,2,32,0
C0736,1,Jordan,Campbell,1942-06-13,1,9,48,1,3,0,0,84,0
C0737,1,Harold,Harris,1978-08-15,1,9,8,1,3,0,0,48,0
C0738,1,Jose,White,1980-09-21,1,9,47,0,5,0,2,46,1
C0739,1,Albert,Turner,1965-03-16,1,9,8,0,2,0,0,61,1
C0740,1,Julia,Bell,1966-12-08,0,9,48,1,1,0,1,60,0
C0741,1,Sandra,Stone,1962-08-11,0,9,8,0,2,0,2,64,1
C0742,1,Bryan,Howard,1980-08-21,1,8,51,0,1,1,2,46,1
C0743,1,Joshua,Allen,1972-09-10,1,9,37,1,4,1,2,54,0
C0744,1,Helen,Morales,1950-11-10,0,9,50,0,1,0,2,76,1
C0745,1,Emily,Collins,1997-06-18,0,9,8,1,5,0,2,29,0
C0746,1,Gary,Reyes,1956-10-13,1,8,43,0,4,0,2,70,1
C0747,1,George,Patterson,1992-04-18,1,9,14,0,4,1,2,34,1
C0748,0,Vantage,Co,1974-03-05,0,9,8,0,1,1,1,52,0
C0749,1,Dorothy,Anderson,1992-11-26,0,9,27,0,5,0,0,34,1
C0750,1,Janice,Price,1976-06-08,0,9,25,1,1,0,0,50,0
C0751,1,Keith,Parker,1974-09-19,1,9,8,0,5,0,1,52,1
C0752,1,Lisa,Young,1954-12-17,0,1,7,1,3,0,0,72,2
C0753,1,Nicholas,Patterson,1960-12-22,1,5,16,0,5,0,2,66,2
C0754,1,Teresa,Johnson,1970-08-17,0,9,1,1,3,0,2,56,0
C0755,0,Celera,Co,1967-12-23,0,9,8,0,5,0,2,59,0
C0756,1,Jessica,Patterson,1963-03-19,0,9,48,0,5,1,2,63,1
C0757,1,Keith,Taylor,1946-05-09,1,9,37,0,3,1,2,80,1
C0758,1,Joe,Allen,1958-08-12,1,9,8,1,2,0,2,68,0
C0759,1,Samuel,Anderson,1991-10-27,1,9,14,0,4,0,2,35,1
C0760,1,Amanda,Adams,1964-12-27,0,9,8,1,3,0,2,62,0
C0761,1,Joyce,Patterson,1981-08-24,0,1,13,0,2,0,0,45,2
C0762,1,Anna,Young,1967-07-01,0,9,35,0,4,0,2,59,1
C0763,0,Summit,Co,1971-07-18,0,9,15,0,3,0,0,55,0
C0764,1,Debra,Parker,1983-02-09,0,8,31,1,4,0,1,43,0
C0765,1,Joe,Green,1967-06-22,1,4,6,0,3,0,2,59,2
C0766,1,Robert,Bennett,1994-09-04,1,5,30,0,3,1,1,32,2
C0767,1,David,Brown,1961-02-02,1,2,5,1,2,0,0,65,2
C0768,1,Matthew,Weaver,1992-07-22,1,3,45,1,5,1,2,34,2
C0769,1,Nicole,Long,1958-02-21,0,9,35,0,4,0,0,68,1
C0770,1,Shirley,Hall,1951-02-09,0,7,21,0,4,0,2,75,1
C0771,0,Quasar,Co,1984-06-09,1,9,8,0,1,0,2,42,0
C0772,1,Ethan,White,1991-09-25,1,9,8,1,1,0,1,35,0
C0773,1,Christopher,Taylor,1964-12-09,1,7,42,0,1,0,2,62,1
C0774,1,David,Wood,1983-03-23,1,9,15,0,5,1,0,43,1
C0775,1,Andrea,Reyes,1975-12-25,0,9,1,0,1,0,0,51,1
C0776,1,Ashley,Morales,1966-06-11,0,5,3,0,4,1,0,60,2
C0777,0,Meridian,Co,1982-05-15,1,9,1,0,1,0,1,44,0
C0778,1,George,Pierce,1998-07-22,1,9,8,1,4,1,0,28,0
C0779,1,Lisa,Hughes,1953-04-05,0,9,8,0,5,1,0,73,1
C0780,1,Martha,Hansen,1947-08-01,0,9,8,0,3,0,2,79,1
C0781,1,Gerald,Sanders,1940-11-28,1,9,8,1,5,1,2,86,0
C0782,1,Ethan,Williams,1970-10-02,1,9,48,1,2,1,2,56,0
C0783,1,Betty,Sanders,1961-03-27,0,2,0,0,1,1,0,65,2
C0784,1,Charles,Baker,1973-06-26,1,6,2,1,4,0,2,53,0
C0785,0,Rexon,Co,1971-03-27,0,9,8,0,2,0,2,55,0
C0786,1,Sarah,Martin,1983-03-25,0,9,8,1,3,0,2,43,0
C0787,1,Andrew,Jackson,1950-11-20,1,9,53,0,1,0,2,76,1
C0788,1,Matthew,Stone,1944-05-14,1,4,6,1,4,0,2,82,2
C0789,1,Madison,Price,1974-04-06,0,2,36,1,1,0,2,52,2
C0790,1,Brandon,Cooper,1974-01-18,1,9,8,0,5,1,0,52,1
C0791,1,Walter,Adams,1983-01-07,1,9,47,0,4,0,2,43,1
C0792,1,Joseph,Richardson,1982-04-14,1,9,8,1,4,1,2,44,0
C0793,1,Kevin,Brown,1969-09-04,1,9,27,0,4,0,0,57,1
C0794,1,Gregory,Mitchell,1951-02-11,1,9,8,0,4,1,2,75,1
C0795,1,Harold,Murray,1969-01-14,1,9,8,1,4,1,2,57,0
C0796,1,Stephanie,Ward,1983-04-11,0,9,8,1,5,1,2,43,0
C0797,1,Joan,Gray,1990-06-08,0,9,37,0,5,1,0,36,1
C0798,0,Novex,Co,1965-10-21,1,9,25,0,4,1,0,61,0
C0799,1,Pamela,Johnson,1954-07-24,0,9,8,0,4,0,2,72,1
C0800,1,Lawrence,Smith,1974-01-02,1,9,50,1,5,1,2,52,0
C0801,1,Betty,Price,1969-04-03,0,9,53,0,4,1,2,57,1
C0802,1,Matthew,Williams,1970-11-10,1,9,50,0,5,0,0,56,1
C0803,1,Evelyn,Moore,1945-12-13,0,9,47,0,4,0,0,81,1
C0804,1,Tyler,Cook,1967-01-10,1,9,53,0,5,0,0,59,1
C0805,1,Albert,Cook,1953-01-17,1,5,4,0,1,1,2,73,2
C0806,1,Jack,Richardson,1989-11-18,1,4,18,0,5,0,1,37,2
C0807,1,Amy,Chavez,1993-11-16,0,6,23,1,5,0,2,33,0
C0808,1,Gregory,Ward,1943-05-17,1,5,4,0,3,1,2,83,2
C0809,1,Hannah,Alexander,1967-02-16,0,4,34,0,5,1,0,59,2
C0810,1,Ronald,Sanders,1995-02-13,1,9,8,0,1,1,2,31,1
C0811,1,Carl,Allen,1945-04-17,1,8,51,0,3,0,0,81,1
C0812,1,Harold,Cooper,1974-08-24,1,8,31,0,3,1,2,52,1
C0813,1,Gerald,Cook,1974-10-11,1,8,43,1,3,0,0,52,0
C0814,1,Joan,Stewart,1964-03-26,0,9,8,0,2,0,2,62,1
C0815,0,Horizon,Co,1965-11-06,0,9,25,0,4,1,0,61,0
C0816,1,Deborah,Wright,1947-12-23,0,5,16,0,2,1,2,79,2
C0817,1,Grace,Thompson,1972-05-12,0,9,8,1,1,0,2,54,0
C0818,0,Sterling,Co,1991-09-08,0,9,11,0,2,0,2,35,0
C0819,1,Jose,Bryant,1951-03-15,1,9,8,0,5,0,2,75,1
C0820,1,Judith,Collins,1940-10-22,0,9,47,1,4,0,0,86,0
C0821,1,Elizabeth,Moore,1957-09-04,0,9,8,0,5,1,0,69,1
C0822,1,Jessica,Weaver,1959-04-19,0,9,8,1,3,1,2,67,0
C0823,1,Nancy,Hayes,1975-04-16,0,9,37,1,5,1,0,51,0
C0824,1,Douglas,Cox,1976-06-01,1,9,8,0,3,0,0,50,1
C0825,1,Ruth,Hughes,1982-03-26,0,6,33,0,4,1,0,44,1
C0826,1,Jason,Stewart,1970-09-11,1,9,35,1,4,1,2,56,0
C0827,1,Ruth,Wright,1965-08-23,0,9,53,0,2,1,2,61,1
C0828,1,Elizabeth,Stewart,1947-10-10,0,9,1,1,4,1,2,79,0
C0829,1,Jonathan,Stewart,1960-11-16,1,9,48,1,3,0,2,66,0
C0830,1,William,Martin,1952-05-16,1,9,37,1,3,0,0,74,0
C0831,1,Judith,Martin,1977-09-24,0,9,8,0,2,0,2,49,1
C0832,1,Dorothy,Ward,1990-01-09,0,9,25,1,3,1,2,36,0
C0833,1,Roger,Green,1951-11-06,1,3,45,0,5,0,2,75,2
C0834,1,Helen,Parker,1957-12-23,0,9,8,0,5,0,2,69,1
C0835,1,Maria,Foster,1974-06-06,0,9,8,0,5,1,2,52,1
C0836,1,Adam,Sanders,1942-02-04,1,9,35,0,4,0,2,84,1
C0837,1,Peter,Montgomery,1967-06-06,1,4,6,0,1,0,2,59,2
C0838,1,Jacob,Morris,1992-04-05,1,9,25,1,1,1,2,34,0
C0839,1,Elizabeth,Baker,1994-01-26,0,8,12,0,5,1,0,32,1
C0840,1,Elizabeth,Wilson,1981-11-01,0,1,7,0,1,0,2,45,2
C0841,1,Timothy,Cooper,1999-02-05,1,1,52,0,5,0,2,27,2
C0842,1,Keith,Morales,1996-02-27,1,9,53,0,5,1,1,30,1
C0843,1,Amanda,Hansen,2000-12-04,0,9,15,0,4,0,0,26,1
C0844,1,Margaret,Scott,1947-06-13,0,9,8,0,2,0,2,79,1
C0845,1,Ashley,Long,1993-09-05,0,9,53,0,3,0,1,33,1
C0846,1,Martha,Harris,1976-05-15,0,2,40,1,3,0,0,50,2
C0847,1,Nicole,James,1988-02-27,0,9,48,0,2,1,0,38,1
C0848,1,Aaron,Hughes,1967-11-22,1,9,8,0,4,0,0,59,1
C0849,1,Brian,Wilson,1977-04-11,1,9,37,0,1,1,2,49,1
C0850,1,Judy,Stone,1983-11-13,0,9,11,1,5,0,0,43,0
C0851,1,Kyle,White,1993-05-16,1,9,8,1,2,1,2,33,0
C0852,1,Carl,Brown,1989-07-20,1,5,30,0,2,0,0,37,2
C0853,1,Gerald,Bryant,1950-08-07,1,9,48,0,4,0,2,76,1
C0854,1,David,Reyes,1944-02-13,1,9,8,0,4,0,2,82,1
C0855,1,Amanda,Foster,1973-03-10,0,0,41,0,4,0,2,53,2
C0856,1,Janice,Chavez,1964-08-16,0,9,14,0,5,1,2,62,1
C0857,1,Danielle,Ward,1951-05-11,0,9,8,1,1,1,2,75,0
C0858,1,Samuel,Howard,1994-07-12,1,9,25,0,1,0,2,32,1
C0859,1,Megan,Anderson,1942-12-03,0,9,8,0,2,1,0,84,1
C0860,1,Virginia,Morales,1968-07-09,0,9,48,0,5,1,2,58,1
C0861,1,Christine,Peterson,1994-08-04,0,4,6,1,2,0,0,32,2
C0862,1,Amanda,Jordan,1981-06-14,0,9,11,1,1,0,2,45,0
C0863,1,Brandon,Peterson,1975-04-20,1,1,52,0,5,1,0,51,2
C0864,1,Noah,Kim,1970-07-07,1,9,47,0,3,0,2,56,1
C0865,1,Rebecca,Gray,1975-05-20,0,9,11,1,5,1,2,51,0
C0866,1,Lawrence,Bryant,1987-11-27,1,1,7,0,3,0,0,39,2
C0867,1,Julia,Davis,1967-04-12,0,9,8,0,2,0,0,59,1
C0868,1,Victoria,Rogers,1945-02-21,0,9,14,0,3,1,0,81,1
C0869,1,Jose,Roberts,1993-03-07,1,9,8,0,4,0,0,33,1
C0870,0,Harmon,Co,1966-09-01,0,8,31,0,2,1,2,60,0
C0871,1,Pamela,Pierce,1989-11-28,0,9,50,0,1,1,2,37,1
C0872,1,Sarah,Bennett,1943-06-22,0,8,12,0,4,0,2,83,1
C0873,1,Gerald,Murray,1940-09-09,1,9,27,0,2,0,2,86,1
C0874,1,Debra,Murray,1953-07-26,0,1,13,1,2,0,2,73,2
C0875,1,Jeffrey,Evans,1972-07-09,1,2,22,0,4,0,2,54,2
C0876,1,Benjamin,Chavez,1973-08-22,1,9,8,0,3,0,1,53,1
C0877,1,Jennifer,Weaver,1998-12-22,0,9,48,1,2,1,0,28,0
C0878,1,Ashley,Hansen,1945-04-28,0,9,25,0,4,1,2,81,1
C0879,1,Brandon,Adams,1945-03-15,1,8,31,0,4,1,2,81,1
C0880,1,Judith,Bennett,1941-06-23,0,9,27,0,2,0,2,85,1
C0881,1,Ruth,Weaver,1954-09-24,0,9,11,1,1,0,2,72,0
C0882,1,Peter,Moore,2000-07-07,1,8,51,0,3,0,2,26,1
C0883,1,Gerald,Thompson,1946-10-22,1,9,47,0,4,0,1,80,1
C0884,1,Joe,Reed,1949-05-07,1,9,25,0,2,0,2,77,1
C0885,1,Michael,Williams,1941-09-21,1,2,5,1,2,1,0,85,2
C0886,1,Joseph,Brooks,1961-07-20,1,9,8,0,3,1,0,65,1
C0887,1,Joan,Bryant,1993-04-23,0,9,8,0,3,0,0,33,1
C0888,1,Sharon,Montgomery,1987-05-24,0,5,4,0,4,1,2,39,2
C0889,1,Scott,Campbell,1985-10-15,1,9,25,1,4,1,2,41,0
C0890,1,Julie,Nelson,1955-07-23,0,9,50,1,3,1,2,71,0
C0891,1,Raymond,Roberts,1970-06-20,1,5,30,1,1,1,2,56,0
C0892,1,Helen,Watson,1958-06-05,0,9,8,1,2,1,2,68,0
C0893,1,Evelyn,Thompson,1995-06-23,0,9,11,0,3,1,2,31,1
C0894,1,Carl,Evans,1953-06-14,1,9,15,0,5,0,2,73,1
C0895,1,Amanda,Rogers,1953-08-25,0,9,1,1,4,1,2,73,0
C0896,1,Timothy,Jones,1970-05-06,1,4,6,0,4,1,0,56,2
C0897,1,Ann,Foster,1971-08-04,0,0,49,0,1,0,2,55,2
C0898,1,Deborah,King,1953-09-27,0,9,1,1,5,1,0,73,0
C0899,0,Apex,Co,1988-06-26,0,9,53,1,2,0,2,38,0
C0900,1,Betty,Cook,1999-05-22,0,5,30,0,4,0,0,27,2
C0901,1,Gregory,Allen,1999-02-15,1,4,6,1,4,0,0,27,2
C0902,0,Peerex,Co,1964-02-11,0,8,31,0,3,1,0,62,0
C0903,1,Christine,Morales,1992-04-28,0,9,47,1,3,0,2,34,0
C0904,1,Nancy,Brooks,1984-03-08,0,7,42,0,1,1,2,42,1
C0905,1,Emma,Allen,1993-05-16,0,9,50,0,5,1,2,33,1
C0906,1,Jacqueline,Baker,1969-08-13,0,9,8,1,5,0,2,57,0
C0907,1,Danielle,Scott,1973-11-14,0,9,8,0,3,0,0,53,1
C0908,1,Carl,Kim,1960-11-17,1,9,8,0,4,1,0,66,1
C0909,1,Brandon,Turner,1967-07-10,1,9,8,1,1,1,0,59,0
C0910,1,Victoria,Jackson,1971-11-24,0,9,47,0,3,1,0,55,1
C0911,1,Donald,Long,1989-03-27,1,9,8,0,4,0,2,37,1
C0912,1,Christina,Freeman,1949-05-11,0,9,8,0,1,0,0,77,1
C0913,1,Nathan,Hansen,1999-01-13,1,9,8,0,4,0,0,27,1
C0914,1,Helen,Freeman,1948-10-12,0,4,38,1,4,0,2,78,2
C0915,1,Ronald,Harris,1948-01-23,1,9,14,0,2,0,0,78,1
C0916,1,Nathan,Hansen,1988-02-10,1,7,24,0,2,0,2,38,1
C0917,1,Kenneth,Hughes,1969-08-01,1,9,1,0,2,1,0,57,1
C0918,1,Susan,Cook,2000-02-21,0,0,54,0,4,0,1,26,2
C0919,1,Barbara,Foster,1975-08-17,0,2,40,1,5,0,0,51,2
C0920,1,Christian,Williams,1973-10-11,1,9,8,0,4,0,2,53,1
C0921,1,Christina,Reyes,1999-03-10,0,0,26,0,4,0,0,27,2
C0922,1,Joe,Bell,1942-10-28,1,0,49,1,4,1,2,84,2
C0923,1,Ruth,Richardson,1950-08-26,0,9,37,0,3,0,1,76,1
C0924,1,Emily,Wright,1988-03-20,0,9,8,0,4,0,2,38,1
C0925,1,Michael,Ward,1944-05-12,1,5,16,0,2,0,2,82,2
C0926,1,Lauren,Harris,1961-04-04,0,9,8,0,3,0,2,65,1
C0927,1,Carol,Hayes,1962-11-04,0,4,18,0,4,0,1,64,2
C0928,1,Jordan,Jordan,1950-02-27,1,9,8,0,1,1,0,76,1
C0929,1,Jack,Hall,1954-05-23,1,9,53,0,4,0,2,72,1
C0930,1,Debra,Moore,1993-04-15,0,9,53,1,1,1,0,33,0
C0931,1,Daniel,Parker,1977-12-25,1,9,25,1,2,1,1,49,0
C0932,1,Kathleen,Moore,1949-07-14,0,9,27,0,5,0,2,77,1
C0933,1,Kimberly,Johnson,1955-09-03,0,9,8,0,4,0,2,71,1
C0934,1,Barbara,Allen,1943-10-02,0,8,31,1,5,1,2,83,0
C0935,1,Katherine,Cooper,2000-05-17,0,2,22,0,4,0,0,26,2
C0936,1,Carolyn,Brooks,1951-04-10,0,9,8,0,3,0,1,75,1
C0937,1,Gerald,Chavez,1982-04-03,1,9,1,0,5,0,1,44,1
C0938,1,William,Chavez,1963-05-08,1,7,21,0,4,0,2,63,1
C0939,1,Anna,Alexander,1978-02-02,0,1,7,1,1,0,2,48,2
C0940,1,Kyle,Bell,1985-12-19,1,9,50,1,5,0,2,41,0
C0941,1,Grace,Moore,1955-07-17,0,6,19,0,1,0,0,71,1
C0942,1,Joan,Jackson,1991-12-14,0,9,8,0,1,0,2,35,1
C0943,1,Karen,Cox,1957-09-13,0,2,22,1,5,0,2,69,2
C0944,1,Virginia,Hughes,1956-08-24,0,9,14,0,2,0,2,70,1
C0945,1,Emily,Hayes,1945-09-04,0,4,38,0,4,0,2,81,2
C0946,1,Ashley,Weaver,1946-07-04,0,9,25,1,3,1,0,80,0
C0947,1,Samantha,Cox,1981-05-16,0,9,47,0,2,0,2,45,1
C0948,1,Emma,Nelson,1989-12-16,0,9,8,1,3,1,2,37,0
C0949,1,Julia,Price,1943-06-26,0,9,11,1,5,1,1,83,0
C0950,1,Christina,Price,1991-12-11,0,9,47,1,5,0,2,35,0
C0951,1,Rachel,Chavez,1998-11-15,0,6,33,0,1,1,1,28,1
C0952,1,Ann,Martin,1959-09-03,0,9,37,0,5,0,2,67,1
C0953,0,Helios,Co,1995-10-22,1,9,53,0,5,1,2,31,0
C0954,1,Michael,Evans,1950-04-08,1,4,6,1,4,1,0,76,2
C0955,1,Megan,Garcia,1969-01-11,0,9,8,0,1,0,2,57,1
C0956,1,Donald,Jackson,1966-03-10,1,9,8,0,1,1,2,60,1
C0957,0,Crestwood,Co,1961-05-21,1,9,37,0,2,1,1,65,0
C0958,1,Betty,Rogers,1991-07-11,0,9,25,0,1,1,2,35,1
C0959,1,Carl,Hayes,1952-09-13,1,9,8,0,3,0,0,74,1
C0960,1,Linda,Bennett,1960-04-01,0,9,1,1,1,1,1,66,0
C0961,1,Brandon,Morales,1974-08-03,1,8,51,0,2,1,2,52,1
C0962,1,Nicholas,Hansen,1940-07-18,1,9,8,0,4,0,2,86,1
C0963,1,James,Davis,1941-08-09,1,2,0,0,4,0,0,85,2
C0964,1,Elizabeth,Hall,1953-09-19,0,9,8,0,4,0,2,73,1
C0965,1,Lauren,Adams,1961-09-26,0,9,27,1,3,0,2,65,0
C0966,0,Corvus,Co,1995-10-11,1,9,8,1,3,0,2,31,0
C0967,1,Jennifer,Moore,1959-01-20,0,9,8,0,2,0,0,67,1
C0968,1,Julie,Hansen,1995-11-21,0,9,1,0,4,0,2,31,1
C0969,1,Amber,Ward,1976-03-27,0,7,46,1,1,1,0,50,0
C0970,1,Peter,Johnson,1986-12-01,1,3,29,0,3,1,2,40,2
C0971,1,Cynthia,Mitchell,1969-06-02,0,9,11,1,5,1,2,57,0
C0972,1,Sandra,Evans,1964-09-16,0,9,1,0,5,0,0,62,1
C0973,1,Charles,Stone,1992-12-03,1,9,8,1,2,0,1,34,0
C0974,1,Michael,Hansen,1961-05-22,1,9,27,0,1,0,0,65,1
C0975,1,Gregory,Reyes,1946-07-09,1,9,48,0,4,0,2,80,1
C0976,1,Ryan,Miller,1983-07-18,1,9,8,0,4,1,2,43,1
C0977,1,Ryan,James,1996-04-07,1,9,8,0,1,0,0,30,1
C0978,1,Lauren,Brown,1963-11-11,0,9,8,0,4,1,2,63,1
C0979,1,Madison,Roberts,1940-02-25,0,2,40,1,4,0,2,86,2
C0980,1,Daniel,Davis,1942-01-13,1,9,27,1,1,1,2,84,0
C0981,1,Jessica,Stewart,1961-11-14,0,9,8,1,1,0,2,65,0
C0982,1,Joyce,Jackson,1961-07-08,0,2,22,1,5,1,0,65,2
C0983,1,Brittany,Freeman,1994-06-21,0,5,30,0,4,0,2,32,2
C0984,1,Mark,Johnson,1962-12-03,1,2,5,0,5,1,0,64,2
C0985,1,Ruth,Griffin,1954-10-15,0,9,8,0,1,1,2,72,1
C0986,1,Jacqueline,Ward,1981-10-18,0,7,42,0,2,0,2,45,1
C0987,1,Maria,Johnson,1967-10-22,0,5,30,0,1,1,0,59,2
C0988,1,Douglas,Cooper,1988-04-21,1,9,47,0,3,1,0,38,1
C0989,1,Amber,Cook,1946-10-19,0,9,37,0,4,0,2,80,1
C0990,1,Carl,Carter,1942-01-21,1,9,48,0,4,0,2,84,1
C0991,1,Heather,Adams,1975-03-27,0,9,25,0,1,0,2,51,1
C0992,1,Scott,Hughes,1988-11-19,1,3,9,0,1,1,2,38,2
C0993,1,Ryan,Campbell,1954-03-11,1,9,8,0,2,1,2,72,1
C0994,1,Michael,Moore,1976-11-26,1,9,8,0,3,0,2,50,1
C0995,1,Amanda,Kim,1949-10-14,0,0,26,0,1,1,2,77,2
C0996,1,Terry,Howard,1956-06-11,1,2,22,0,2,1,1,70,2
C0997,1,Terry,Collins,1950-03-11,1,9,8,1,3,1,0,76,0
C0998,0,Grandis,Co,1969-05-06,0,9,50,0,4,0,0,57,0
C0999,1,Jacqueline,Cox,1969-09-15,0,9,8,1,3,0,0,57,0
C1000,1,Judith,Parker,1963-07-21,0,9,48,0,2,1,2,63,1
C1001,1,Aaron,Nelson,1981-07-13,1,9,8,0,3,0,2,45,1
C1002,1,Scott,Hughes,1967-06-08,1,9,8,0,5,0,2,59,1
C1003,1,Lauren,Bennett,1977-08-11,0,9,25,0,2,0,2,49,1
C1004,1,Alexander,Anderson,1982-09-17,1,9,37,0,3,1,2,44,1
C1005,1,Barbara,Chavez,1988-06-07,0,5,16,0,3,0,1,38,2
C1006,1,Stephanie,Weaver,1992-12-24,0,9,15,0,1,0,2,34,1
C1007,1,Joyce,Brooks,1948-10-25,0,8,12,0,4,0,0,78,1
C1008,0,Sterling,Co,1987-10-02,1,9,8,0,2,0,2,39,0
C1009,1,Evelyn,Bell,1950-02-11,0,9,25,1,4,1,0,76,0
C1010,1,Dennis,Moore,1964-03-10,1,6,19,0,4,0,2,62,1
C1011,1,Virginia,Brooks,1952-12-18,0,9,8,1,1,0,2,74,0
C1012,1,Raymond,Morales,1960-10-20,1,9,27,0,4,1,2,66,1
C1013,1,Stephanie,Patterson,1994-06-19,0,9,37,0,1,1,2,32,1
C1014,1,David,Weaver,1969-01-06,1,9,8,0,3,1,2,57,1
C1015,1,Kyle,Davis,1977-09-01,1,9,8,0,4,1,2,49,1
C1016,1,Andrea,Wilson,1976-04-05,0,9,8,0,4,1,0,50,1
C1017,1,Megan,Baker,1968-12-22,0,9,8,0,1,1,0,58,1
C1018,1,Tiffany,Turner,1967-06-19,0,9,11,0,5,1,1,59,1
C1019,1,Carolyn,Stewart,1975-10-27,0,9,25,0,2,0,1,51,1
C1020,1,Deborah,Morales,1994-07-23,0,9,8,0,3,0,0,32,1
C1021,1,Jeffrey,Bryant,1974-09-04,1,9,8,1,1,0,1,52,0
C1022,1,Christina,King,1984-04-17,0,9,11,0,1,0,0,42,1
C1023,1,Heather,Bell,1953-07-28,0,9,25,0,1,1,2,73,1
C1024,1,Gregory,Long,1969-08-03,1,9,1,1,2,0,0,57,0
C1025,1,Michelle,King,1947-01-20,0,9,8,0,1,0,1,79,1
C1026,1,Robert,Parker,1991-08-12,1,9,8,1,1,0,0,35,0
C1027,1,Gerald,White,1976-12-10,1,9,8,1,1,1,1,50,0
C1028,1,Nicholas,Cox,1942-04-07,1,9,8,0,1,1,2,84,1
C1029,1,Ryan,Jackson,1949-11-06,1,0,49,0,1,0,0,77,2
C1030,1,Christine,Owens,1960-04-20,0,9,35,0,4,0,2,66,1
C1031,1,Alexander,Reed,1989-01-13,1,8,12,0,1,0,2,37,1
C1032,1,Larry,Freeman,1977-01-03,1,9,25,0,5,0,2,49,1
C1033,1,Eric,Jackson,1962-06-21,1,4,18,0,2,0,2,64,2
C1034,1,Andrea,Wilson,1979-01-20,0,9,11,0,5,0,1,47,1
C1035,1,Jacob,Williams,1961-02-10,1,9,50,0,2,0,2,65,1
C1036,1,Martha,Collins,1988-03-13,0,9,37,0,2,0,0,38,1
C1037,0,Corvus,Co,1970-01-02,1,6,2,0,2,1,2,56,0
C1038,1,Gerald,Gray,1959-05-25,1,9,8,1,3,0,2,67,0
C1039,1,Nicholas,Carter,1962-07-17,1,9,8,0,1,1,0,64,1
C1040,1,Joseph,Young,1940-04-05,1,9,8,1,5,1,2,86,0
C1041,1,Evelyn,Morris,1990-12-07,0,9,25,0,5,1,2,36,1
